method,split,threshold,total_trials,score_available_trials,score_unavailable_trials,autonomous_decisions,deferred_decisions,autonomous_coverage,autonomous_accuracy,selective_risk,false_autonomous_acceptance_count,false_autonomous_acceptance_rate_all_trials,false_autonomous_acceptance_rate_autonomous
candidate_normalized,calibration,0.9999924066409135,300,110,190,56,244,0.18666666666666668,0.9107142857142857,0.08928571428571429,5,0.016666666666666666,0.08928571428571429
candidate_normalized,calibration,0.9999921106071007,300,110,190,57,243,0.19,0.9122807017543859,0.08771929824561403,5,0.016666666666666666,0.08771929824561403
candidate_normalized,calibration,0.9999921095016933,300,110,190,58,242,0.19333333333333333,0.9137931034482759,0.08620689655172414,5,0.016666666666666666,0.08620689655172414
candidate_normalized,calibration,0.9999898364758184,300,110,190,59,241,0.19666666666666666,0.9152542372881356,0.0847457627118644,5,0.016666666666666666,0.0847457627118644
candidate_normalized,calibration,0.9999882834013446,300,110,190,60,240,0.2,0.9166666666666666,0.08333333333333333,5,0.016666666666666666,0.08333333333333333
candidate_normalized,calibration,0.9999876078637726,300,110,190,61,239,0.20333333333333334,0.9016393442622951,0.09836065573770492,6,0.02,0.09836065573770492
candidate_normalized,calibration,0.9999840199782924,300,110,190,62,238,0.20666666666666667,0.9032258064516129,0.0967741935483871,6,0.02,0.0967741935483871
candidate_normalized,calibration,0.9999816044907887,300,110,190,63,237,0.21,0.8888888888888888,0.1111111111111111,7,0.023333333333333334,0.1111111111111111
candidate_normalized,calibration,0.9999767439217517,300,110,190,64,236,0.21333333333333335,0.890625,0.109375,7,0.023333333333333334,0.109375
candidate_normalized,calibration,0.999974775387965,300,110,190,65,235,0.21666666666666667,0.8769230769230769,0.12307692307692308,8,0.02666666666666667,0.12307692307692308
candidate_normalized,calibration,0.9999646311518783,300,110,190,66,234,0.22,0.8787878787878788,0.12121212121212122,8,0.02666666666666667,0.12121212121212122
