model,scope,state,cutoff,intended_retained_min,intended_retained_max,intended_total,intended_gate_unknown,family_retained_min,family_retained_max,family_total,family_gate_unknown,unrelated_retained_min,unrelated_retained_max,unrelated_total,unrelated_gate_unknown
qwen3.5:9b,autonomous_depth_only,state_202,0.999999,0,0,11,0,0,0,25,0,0,0,96,0
qwen3.5:9b,autonomous_depth_only,state_303,0.6,10,10,10,0,24,24,24,0,30,30,86,0
qwen3.5:9b,autonomous_depth_only,state_303,0.65,10,10,10,0,24,24,24,0,30,30,86,0
qwen3.5:9b,autonomous_depth_only,state_303,0.7,10,10,10,0,24,24,24,0,27,27,86,0
qwen3.5:9b,autonomous_depth_only,state_303,0.8,10,10,10,0,24,24,24,0,21,21,86,0
qwen3.5:9b,autonomous_depth_only,state_303,0.9,10,10,10,0,24,24,24,0,12,12,86,0
qwen3.5:9b,autonomous_depth_only,state_303,0.95,9,9,10,0,23,23,24,0,7,7,86,0
qwen3.5:9b,autonomous_depth_only,state_303,0.98,8,8,10,0,19,19,24,0,2,2,86,0
qwen3.5:9b,autonomous_depth_only,state_303,0.99,2,2,10,0,3,3,24,0,0,0,86,0
qwen3.5:9b,autonomous_depth_only,state_303,0.995,0,0,10,0,0,0,24,0,0,0,86,0
qwen3.5:9b,autonomous_depth_only,state_303,0.999,0,0,10,0,0,0,24,0,0,0,86,0
qwen3.5:9b,autonomous_depth_only,state_303,0.9999,0,0,10,0,0,0,24,0,0,0,86,0
qwen3.5:9b,autonomous_depth_only,state_303,0.99999,0,0,10,0,0,0,24,0,0,0,86,0
qwen3.5:9b,autonomous_depth_only,state_303,0.999999,0,0,10,0,0,0,24,0,0,0,86,0
qwen3.5:9b,autonomous_depth_only,all,0.6,42,42,42,0,98,98,98,0,118,118,364,0
qwen3.5:9b,autonomous_depth_only,all,0.65,42,42,42,0,98,98,98,0,112,112,364,0
qwen3.5:9b,autonomous_depth_only,all,0.7,42,42,42,0,98,98,98,0,103,103,364,0
qwen3.5:9b,autonomous_depth_only,all,0.8,42,42,42,0,98,98,98,0,83,83,364,0
qwen3.5:9b,autonomous_depth_only,all,0.9,42,42,42,0,97,97,98,0,49,49,364,0
qwen3.5:9b,autonomous_depth_only,all,0.95,38,38,42,0,92,92,98,0,27,27,364,0
qwen3.5:9b,autonomous_depth_only,all,0.98,26,26,42,0,62,62,98,0,4,4,364,0
qwen3.5:9b,autonomous_depth_only,all,0.99,5,5,42,0,14,14,98,0,0,0,364,0
qwen3.5:9b,autonomous_depth_only,all,0.995,0,0,42,0,1,1,98,0,0,0,364,0
qwen3.5:9b,autonomous_depth_only,all,0.999,0,0,42,0,0,0,98,0,0,0,364,0
qwen3.5:9b,autonomous_depth_only,all,0.9999,0,0,42,0,0,0,98,0,0,0,364,0
qwen3.5:9b,autonomous_depth_only,all,0.99999,0,0,42,0,0,0,98,0,0,0,364,0
qwen3.5:9b,autonomous_depth_only,all,0.999999,0,0,42,0,0,0,98,0,0,0,364,0
