model,scope,state,cutoff,intended_retained_min,intended_retained_max,intended_total,intended_gate_unknown,family_retained_min,family_retained_max,family_total,family_gate_unknown,unrelated_retained_min,unrelated_retained_max,unrelated_total,unrelated_gate_unknown
qwen3.5:9b,all_crops,original,0.0,11,11,11,0,25,25,25,0,96,96,96,0
qwen3.5:9b,all_crops,original,0.01,11,11,11,0,25,25,25,0,85,85,96,0
qwen3.5:9b,all_crops,original,0.02,11,11,11,0,25,25,25,0,70,70,96,0
qwen3.5:9b,all_crops,original,0.03,11,11,11,0,25,25,25,0,65,65,96,0
qwen3.5:9b,all_crops,original,0.04,11,11,11,0,25,25,25,0,65,65,96,0
qwen3.5:9b,all_crops,original,0.05,11,11,11,0,25,25,25,0,60,60,96,0
qwen3.5:9b,all_crops,original,0.06,11,11,11,0,25,25,25,0,57,57,96,0
qwen3.5:9b,all_crops,original,0.07,11,11,11,0,25,25,25,0,54,54,96,0
qwen3.5:9b,all_crops,original,0.08,11,11,11,0,25,25,25,0,54,54,96,0
qwen3.5:9b,all_crops,original,0.09,11,11,11,0,25,25,25,0,53,53,96,0
qwen3.5:9b,all_crops,original,0.1,11,11,11,0,25,25,25,0,51,51,96,0
qwen3.5:9b,all_crops,original,0.11,11,11,11,0,25,25,25,0,51,51,96,0
qwen3.5:9b,all_crops,original,0.12,11,11,11,0,25,25,25,0,47,47,96,0
qwen3.5:9b,all_crops,original,0.13,11,11,11,0,25,25,25,0,45,45,96,0
qwen3.5:9b,all_crops,original,0.14,11,11,11,0,25,25,25,0,44,44,96,0
qwen3.5:9b,all_crops,original,0.15,11,11,11,0,25,25,25,0,44,44,96,0
qwen3.5:9b,all_crops,original,0.16,11,11,11,0,25,25,25,0,43,43,96,0
qwen3.5:9b,all_crops,original,0.17,11,11,11,0,25,25,25,0,42,42,96,0
qwen3.5:9b,all_crops,original,0.18,11,11,11,0,25,25,25,0,42,42,96,0
qwen3.5:9b,all_crops,original,0.19,11,11,11,0,25,25,25,0,42,42,96,0
qwen3.5:9b,all_crops,original,0.2,11,11,11,0,25,25,25,0,42,42,96,0
qwen3.5:9b,all_crops,original,0.21,11,11,11,0,25,25,25,0,41,41,96,0
qwen3.5:9b,all_crops,original,0.22,11,11,11,0,25,25,25,0,41,41,96,0
qwen3.5:9b,all_crops,original,0.23,11,11,11,0,25,25,25,0,41,41,96,0
qwen3.5:9b,all_crops,original,0.24,11,11,11,0,25,25,25,0,41,41,96,0
qwen3.5:9b,all_crops,original,0.25,11,11,11,0,25,25,25,0,40,40,96,0
qwen3.5:9b,all_crops,original,0.26,11,11,11,0,25,25,25,0,39,39,96,0
qwen3.5:9b,all_crops,original,0.27,11,11,11,0,25,25,25,0,36,36,96,0
qwen3.5:9b,all_crops,original,0.28,11,11,11,0,25,25,25,0,34,34,96,0
qwen3.5:9b,all_crops,original,0.29,11,11,11,0,25,25,25,0,34,34,96,0
qwen3.5:9b,all_crops,original,0.3,11,11,11,0,25,25,25,0,34,34,96,0
qwen3.5:9b,all_crops,original,0.31,11,11,11,0,25,25,25,0,34,34,96,0
qwen3.5:9b,all_crops,original,0.32,11,11,11,0,25,25,25,0,34,34,96,0
qwen3.5:9b,all_crops,original,0.33,11,11,11,0,25,25,25,0,34,34,96,0
qwen3.5:9b,all_crops,original,0.34,11,11,11,0,25,25,25,0,34,34,96,0
qwen3.5:9b,all_crops,original,0.35,11,11,11,0,25,25,25,0,34,34,96,0
qwen3.5:9b,all_crops,original,0.36,11,11,11,0,25,25,25,0,34,34,96,0
qwen3.5:9b,all_crops,original,0.37,11,11,11,0,25,25,25,0,34,34,96,0
qwen3.5:9b,all_crops,original,0.38,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.39,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.4,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.41,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.42,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.43,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.44,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.45,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.46,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.47,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.48,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.49,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.5,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.51,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.52,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.53,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.54,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.55,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.56,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.57,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.58,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.59,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.6,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.61,11,11,11,0,25,25,25,0,33,33,96,0
qwen3.5:9b,all_crops,original,0.62,11,11,11,0,25,25,25,0,31,31,96,0
qwen3.5:9b,all_crops,original,0.63,11,11,11,0,25,25,25,0,31,31,96,0
qwen3.5:9b,all_crops,original,0.64,11,11,11,0,25,25,25,0,31,31,96,0
qwen3.5:9b,all_crops,original,0.65,11,11,11,0,25,25,25,0,31,31,96,0
qwen3.5:9b,all_crops,original,0.66,11,11,11,0,25,25,25,0,31,31,96,0
qwen3.5:9b,all_crops,original,0.67,11,11,11,0,25,25,25,0,31,31,96,0
qwen3.5:9b,all_crops,original,0.68,11,11,11,0,25,25,25,0,31,31,96,0
qwen3.5:9b,all_crops,original,0.69,11,11,11,0,25,25,25,0,31,31,96,0
qwen3.5:9b,all_crops,original,0.7,11,11,11,0,25,25,25,0,30,30,96,0
qwen3.5:9b,all_crops,original,0.71,11,11,11,0,25,25,25,0,30,30,96,0
qwen3.5:9b,all_crops,original,0.72,11,11,11,0,25,25,25,0,30,30,96,0
qwen3.5:9b,all_crops,original,0.73,11,11,11,0,25,25,25,0,30,30,96,0
qwen3.5:9b,all_crops,original,0.74,11,11,11,0,25,25,25,0,30,30,96,0
qwen3.5:9b,all_crops,original,0.75,11,11,11,0,25,25,25,0,29,29,96,0
qwen3.5:9b,all_crops,original,0.76,11,11,11,0,25,25,25,0,28,28,96,0
qwen3.5:9b,all_crops,original,0.77,11,11,11,0,25,25,25,0,27,27,96,0
qwen3.5:9b,all_crops,original,0.78,11,11,11,0,25,25,25,0,24,24,96,0
qwen3.5:9b,all_crops,original,0.79,11,11,11,0,25,25,25,0,24,24,96,0
qwen3.5:9b,all_crops,original,0.8,11,11,11,0,25,25,25,0,23,23,96,0
qwen3.5:9b,all_crops,original,0.81,11,11,11,0,25,25,25,0,20,20,96,0
qwen3.5:9b,all_crops,original,0.82,11,11,11,0,25,25,25,0,20,20,96,0
qwen3.5:9b,all_crops,original,0.83,11,11,11,0,25,25,25,0,20,20,96,0
qwen3.5:9b,all_crops,original,0.84,11,11,11,0,25,25,25,0,20,20,96,0
qwen3.5:9b,all_crops,original,0.85,11,11,11,0,25,25,25,0,19,19,96,0
qwen3.5:9b,all_crops,original,0.86,11,11,11,0,25,25,25,0,18,18,96,0
qwen3.5:9b,all_crops,original,0.87,11,11,11,0,25,25,25,0,16,16,96,0
qwen3.5:9b,all_crops,original,0.88,11,11,11,0,25,25,25,0,14,14,96,0
qwen3.5:9b,all_crops,original,0.89,11,11,11,0,25,25,25,0,13,13,96,0
qwen3.5:9b,all_crops,original,0.9,11,11,11,0,25,25,25,0,12,12,96,0
qwen3.5:9b,all_crops,original,0.91,11,11,11,0,25,25,25,0,9,9,96,0
qwen3.5:9b,all_crops,original,0.92,11,11,11,0,25,25,25,0,9,9,96,0
qwen3.5:9b,all_crops,original,0.93,11,11,11,0,25,25,25,0,9,9,96,0
