condition,model,scope,state,target_family,comparisons,family_pairs,unrelated_pairs,family_vs_unrelated_auc_lower,family_vs_unrelated_auc_upper,missing_exact_p_A,all_count,all_C_count,all_C_frequency,all_mean_p_A_lower,all_mean_p_A_upper,all_mean_p_C_lower,all_mean_p_C_upper,family_count,family_C_count,family_C_frequency,family_mean_p_A_lower,family_mean_p_A_upper,family_mean_p_C_lower,family_mean_p_C_upper,unrelated_count,unrelated_C_count,unrelated_C_frequency,unrelated_mean_p_A_lower,unrelated_mean_p_A_upper,unrelated_mean_p_C_lower,unrelated_mean_p_C_upper,own_count,own_C_count,own_C_frequency,own_mean_p_A_lower,own_mean_p_A_upper,own_mean_p_C_lower,own_mean_p_C_upper,macro_family_auc_lower,macro_family_auc_upper,macro_family_count
baseline,gemma4:12b,autonomous_depth_only,original,all,121,25,96,0.98125,0.98125,0,121,0,0.0,0.38740322308441455,0.38740322308441455,6.926823211921376e-05,7.174770842218145e-05,25,0,0.0,0.9999490380281612,0.9999490380281612,3.9598811285327745e-08,3.9598811285327745e-08,96,0,0.0,0.22788608377614725,0.22788608377614725,8.729652204315348e-05,9.042169530001898e-05,11,0,0.0,0.9999363584931033,0.9999363584931033,3.7790226387408044e-08,3.7790226387408044e-08,0.9899691358024691,0.9899691358024691,6
baseline,gemma4:12b,autonomous_depth_only,state_101,all,110,24,86,0.9626937984496124,0.9626937984496124,0,110,0,0.0,0.3710468754386145,0.3710468754386145,2.6592926835604533e-05,2.8411108653786353e-05,24,0,0.0,0.9932681322533,0.9932681322533,3.2828055972787917e-07,3.2828055972787917e-07,86,0,0.0,0.1974037340019581,0.1974037340019581,3.3922595563756153e-05,3.6248176959105e-05,10,0,0.0,0.9902979433138261,0.9902979433138261,5.361372404049915e-07,5.361372404049915e-07,0.9883597883597883,0.9883597883597883,5
baseline,gemma4:12b,autonomous_depth_only,state_202,all,121,25,96,0.9814583333333333,0.9814583333333333,0,121,0,0.0,0.362464003795864,0.362464003795864,5.9530956188816495e-05,6.201029503179169e-05,25,0,0.0,0.9998094272647065,0.9998094272647065,5.656364298782478e-08,5.656364298782478e-08,96,0,0.0,0.19648863310085296,0.19648863310085296,7.501907924762605e-05,7.814407924762604e-05,11,0,0.0,0.999761527240986,0.999761527240986,6.090845628521961e-08,6.090845628521961e-08,0.977932098765432,0.977932098765432,6
baseline,gemma4:12b,autonomous_depth_only,state_303,all,110,24,86,0.9544573643410853,0.9544573643410853,0,110,0,0.0,0.3771172064009442,0.3771172064009442,2.1370611594238165e-05,2.318879341241998e-05,24,0,0.0,0.9998262052727913,0.9998262052727913,7.26792622293645e-08,7.26792622293645e-08,86,0,0.0,0.2033379509018242,0.2033379509018242,2.7314220617124334e-05,2.9639802012473173e-05,10,0,0.0,0.9997694492295974,0.9997694492295974,4.9395668381674e-08,4.9395668381674e-08,0.9566137566137567,0.9566137566137567,5
baseline,gemma4:12b,autonomous_depth_only,all,all,462,98,364,0.9709716304104059,0.9709716304104059,0,462,0,0.0,0.37452810271615833,0.37452810271615833,4.5153010849684764e-05,4.7317549015613524e-05,98,0,0.0,0.998247201356611,0.998247201356611,1.2272548044696595e-07,1.2272548044696595e-07,364,0,0.0,0.2066037300052673,0.2066037300052673,5.7276549218325704e-05,6.002384765969683e-05,42,0,0.0,0.9975559682978385,0.9975559682978385,1.6526225231584665e-07,1.6526225231584665e-07,0.9812648906216158,0.9812648906216158,6
family_ablation,gemma4:12b,all_crops,original,all,121,25,96,0.9970833333333333,0.9970833333333333,0,121,13,0.10743801652892562,0.25072946090127485,0.25072946090127485,0.11874657782575088,0.11874657782575088,25,0,0.0,0.9999928617478563,0.9999928617478563,5.392432453100364e-07,5.392432453100364e-07,96,13,0.13541666666666666,0.05560878359747764,0.05560878359747764,0.14967002537327834,0.14967002537327834,11,0,0.0,0.9999922188846863,0.9999922188846863,6.584775567287653e-07,6.584775567287653e-07,1.0,1.0,6
family_ablation,gemma4:12b,all_crops,state_101,all,121,25,96,0.9958333333333333,0.9958333333333333,0,121,18,0.1487603305785124,0.26870830708771914,0.26870830708771914,0.14684526751187765,0.14684526751187765,25,0,0.0,0.9991156053499847,0.9991156053499847,5.4156759772953496e-05,5.4156759772953496e-05,96,18,0.1875,0.07849807316525419,0.07849807316525419,0.18507211927023817,0.18507211927023817,11,0,0.0,0.9989893816051779,0.9989893816051779,6.107407407377742e-05,6.107407407377742e-05,0.9833333333333334,0.9833333333333334,6
family_ablation,gemma4:12b,all_crops,state_202,all,121,25,96,0.9920833333333333,0.9920833333333333,0,121,11,0.09090909090909091,0.2466946272050382,0.2466946272050382,0.08941000108180956,0.08941000108180956,25,0,0.0,0.999992980956963,0.999992980956963,5.574056244919819e-07,5.574056244919819e-07,96,11,0.11458333333333333,0.05052318091547445,0.05052318091547445,0.11269371037248277,0.11269371037248277,11,0,0.0,0.9999923814426478,0.9999923814426478,6.05542202721966e-07,6.05542202721966e-07,0.9833333333333334,0.9833333333333334,6
family_ablation,gemma4:12b,all_crops,state_303,all,121,25,96,0.9966666666666667,0.9966666666666667,0,121,10,0.08264462809917356,0.2474876645689668,0.2474876645689668,0.09535947448757935,0.09535947448757935,25,0,0.0,0.9999915790556002,0.9999915790556002,8.607255594095709e-07,8.607255594095709e-07,96,10,0.10416666666666667,0.05152310350473932,0.05152310350473932,0.12019244682143872,0.12019244682143872,11,0,0.0,0.9999908425589342,0.9999908425589342,1.0281702415630778e-06,1.0281702415630778e-06,1.0,1.0,6
family_ablation,gemma4:12b,all_crops,all,all,484,100,384,0.9955208333333333,0.9955208333333333,0,484,52,0.10743801652892562,0.25340501494074974,0.25340501494074974,0.11259033022675437,0.11259033022675437,100,0,0.0,0.9997732567776009,0.9997732567776009,1.4028533550541271e-05,1.4028533550541271e-05,384,52,0.13541666666666666,0.0590382852957364,0.0590382852957364,0.14190707545935952,0.14190707545935952,44,0,0.0,0.9997412061228615,0.9997412061228615,1.584156601869781e-05,1.584156601869781e-05,0.9932291666666666,0.9932291666666666,6
family_ablation,gemma4:12b,autonomous_depth_only,original,all,121,25,96,0.9970833333333333,0.9970833333333333,0,121,13,0.10743801652892562,0.25072946090127485,0.25072946090127485,0.11874657782575088,0.11874657782575088,25,0,0.0,0.9999928617478563,0.9999928617478563,5.392432453100364e-07,5.392432453100364e-07,96,13,0.13541666666666666,0.05560878359747764,0.05560878359747764,0.14967002537327834,0.14967002537327834,11,0,0.0,0.9999922188846863,0.9999922188846863,6.584775567287653e-07,6.584775567287653e-07,1.0,1.0,6
family_ablation,gemma4:12b,autonomous_depth_only,state_101,all,110,24,86,0.998062015503876,0.998062015503876,0,110,18,0.16363636363636364,0.2773969583518545,0.2773969583518545,0.1598282049425832,0.1598282049425832,24,0,0.0,0.9990790535961199,0.9990790535961199,5.639703278173287e-05,5.639703278173287e-05,86,18,0.20930232558139536,0.0759973038650827,0.0759973038650827,0.20441568621973716,0.20441568621973716,10,0,0.0,0.9988890350214217,0.9988890350214217,6.714246072493032e-05,6.714246072493032e-05,1.0,1.0,5
family_ablation,gemma4:12b,autonomous_depth_only,state_202,all,121,25,96,0.9920833333333333,0.9920833333333333,0,121,11,0.09090909090909091,0.2466946272050382,0.2466946272050382,0.08941000108180956,0.08941000108180956,25,0,0.0,0.999992980956963,0.999992980956963,5.574056244919819e-07,5.574056244919819e-07,96,11,0.11458333333333333,0.05052318091547445,0.05052318091547445,0.11269371037248277,0.11269371037248277,11,0,0.0,0.9999923814426478,0.9999923814426478,6.05542202721966e-07,6.05542202721966e-07,0.9833333333333334,0.9833333333333334,6
family_ablation,gemma4:12b,autonomous_depth_only,state_303,all,110,24,86,0.998062015503876,0.998062015503876,0,110,10,0.09090909090909091,0.2525768989046205,0.2525768989046205,0.10017787544092094,0.10017787544092094,24,0,0.0,0.9999913871286363,0.9999913871286363,8.875103212686913e-07,8.875103212686913e-07,86,10,0.11627906976744186,0.04399611149326721,0.04399611149326721,0.1281342441657394,0.1281342441657394,10,0,0.0,0.9999903082845542,0.9999903082845542,1.1091981382403176e-06,1.1091981382403176e-06,1.0,1.0,5
family_ablation,gemma4:12b,autonomous_depth_only,all,all,462,98,364,0.9961314196008073,0.9961314196008073,0,462,52,0.11255411255411256,0.2564619890889094,0.2564619890889094,0.11642340885281444,0.11642340885281444,98,0,0.0,0.9997687412756594,0.9997687412756594,1.4308625063439673e-05,1.4308625063439673e-05,364,52,0.14285714285714285,0.05634094042324587,0.05634094042324587,0.14776432045259355,0.14776432045259355,42,0,0.0,0.9997291437300103,0.9997291437300103,1.6581447761563442e-05,1.6581447761563442e-05,0.9950657894736842,0.9950657894736842,6
