condition,model,scope,state,target_family,comparisons,family_pairs,unrelated_pairs,family_vs_unrelated_auc_lower,family_vs_unrelated_auc_upper,missing_exact_p_A,all_count,all_C_count,all_C_frequency,all_mean_p_A_lower,all_mean_p_A_upper,all_mean_p_C_lower,all_mean_p_C_upper,family_count,family_C_count,family_C_frequency,family_mean_p_A_lower,family_mean_p_A_upper,family_mean_p_C_lower,family_mean_p_C_upper,unrelated_count,unrelated_C_count,unrelated_C_frequency,unrelated_mean_p_A_lower,unrelated_mean_p_A_upper,unrelated_mean_p_C_lower,unrelated_mean_p_C_upper,own_count,own_C_count,own_C_frequency,own_mean_p_A_lower,own_mean_p_A_upper,own_mean_p_C_lower,own_mean_p_C_upper
baseline,qwen3.5:9b,all_crops,state_303,round_pin,33,9,24,1.0,1.0,0,33,1,0.030303030303030304,0.7841710781338604,0.7841710781338604,0.10948721411355478,0.10948721411355478,9,0,0.0,0.9842246505175383,0.9842246505175383,0.01248158619736097,0.01248158619736097,24,1,0.041666666666666664,0.7091509884899813,0.7091509884899813,0.14586432458212747,0.14586432458212747,3,0,0.0,0.9862348835659315,0.9862348835659315,0.011232693324678059,0.011232693324678059
baseline,qwen3.5:9b,all_crops,state_303,Waterproof_Male,11,1,10,0.9,0.9,0,11,1,0.09090909090909091,0.44704982993573855,0.44704982993573855,0.20808744874900675,0.20808744874900675,1,0,0.0,0.9876156452125334,0.9876156452125334,0.00891384992725948,0.00891384992725948,10,1,0.1,0.3929932484080591,0.3929932484080591,0.2280048086311815,0.2280048086311815,1,0,0.0,0.9876156452125334,0.9876156452125334,0.00891384992725948,0.00891384992725948
baseline,qwen3.5:9b,all_crops,state_303,USB_Male,11,1,10,1.0,1.0,0,11,1,0.09090909090909091,0.15072392831000558,0.15072392831000558,0.2034378148897854,0.2034378148897854,1,0,0.0,0.9880384209158363,0.9880384209158363,0.008076700537692886,0.008076700537692886,10,1,0.1,0.06699247904942249,0.06699247904942249,0.22297392632499466,0.22297392632499466,1,0,0.0,0.9880384209158363,0.9880384209158363,0.008076700537692886,0.008076700537692886
baseline,qwen3.5:9b,all_crops,state_303,DSUB_Male,11,1,10,1.0,1.0,0,11,3,0.2727272727272727,0.5011427124172553,0.5011427124172553,0.26499429556597565,0.26499429556597565,1,0,0.0,0.9873194698262888,0.9873194698262888,0.008954931440458695,0.008954931440458695,10,3,0.3,0.4525250366763519,0.4525250366763519,0.2905982319785273,0.2905982319785273,1,0,0.0,0.9873194698262888,0.9873194698262888,0.008954931440458695,0.008954931440458695
baseline,qwen3.5:9b,all_crops,all,gear,132,36,96,0.9661458333333334,0.9661458333333334,0,132,10,0.07575757575757576,0.4719031654872409,0.4719031654872409,0.2028008477461871,0.2028008477461871,36,0,0.0,0.9817834247746187,0.9817834247746187,0.009231523151995796,0.009231523151995796,96,10,0.10416666666666667,0.28069806825447435,0.28069806825447435,0.2753893444690088,0.2753893444690088,12,0,0.0,0.9812347638159911,0.9812347638159911,0.009675171784301466,0.009675171784301466
baseline,qwen3.5:9b,all_crops,all,hex_nut,88,16,72,1.0,1.0,0,88,3,0.03409090909090909,0.20239386024678482,0.20239386024678482,0.22232957281800658,0.22232957281800658,16,0,0.0,0.9599287995941526,0.9599287995941526,0.02711551185979437,0.02711551185979437,72,3,0.041666666666666664,0.0340527626140364,0.0340527626140364,0.2657104752531649,0.2657104752531649,8,0,0.0,0.9572675377728176,0.9572675377728176,0.027543671886409448,0.027543671886409448
baseline,qwen3.5:9b,all_crops,all,round_pin,132,36,96,1.0,1.0,0,132,4,0.030303030303030304,0.7672929858136703,0.7672929858136703,0.11577234723918957,0.11577234723918957,36,0,0.0,0.9809471186536611,0.9809471186536611,0.014779653990968164,0.014779653990968164,96,4,0.041666666666666664,0.6871726859986739,0.6871726859986739,0.1536446072072726,0.1536446072072726,12,0,0.0,0.9820636312087051,0.9820636312087051,0.013906367907575165,0.013906367907575165
baseline,qwen3.5:9b,all_crops,all,Waterproof_Male,44,4,40,0.95,0.95,0,44,6,0.13636363636363635,0.44547233118384333,0.44547233118384333,0.22893960294650387,0.22893960294650387,4,0,0.0,0.9851109980207146,0.9851109980207146,0.01087900258099779,0.01087900258099779,40,6,0.15,0.3915084645001562,0.3915084645001562,0.25074566298305456,0.25074566298305456,4,0,0.0,0.9851109980207146,0.9851109980207146,0.01087900258099779,0.01087900258099779
baseline,qwen3.5:9b,all_crops,all,USB_Male,44,4,40,1.0,1.0,0,44,3,0.06818181818181818,0.16492342108902316,0.16492342108902316,0.1969622457089328,0.1969622457089328,4,0,0.0,0.9843504726829538,0.9843504726829538,0.008984598519587392,0.008984598519587392,40,3,0.075,0.08298071592963012,0.08298071592963012,0.2157600104278674,0.2157600104278674,4,0,0.0,0.9843504726829538,0.9843504726829538,0.008984598519587392,0.008984598519587392
baseline,qwen3.5:9b,all_crops,all,DSUB_Male,44,4,40,0.99375,0.99375,0,44,14,0.3181818181818182,0.4545135370115526,0.4545135370115526,0.30446964508586793,0.30446964508586793,4,0,0.0,0.984094560397473,0.984094560397473,0.011380947083776214,0.011380947083776214,40,14,0.35,0.4015554346729605,0.4015554346729605,0.3337785148860771,0.3337785148860771,4,0,0.0,0.984094560397473,0.984094560397473,0.011380947083776214,0.011380947083776214
baseline,qwen3.5:9b,autonomous_depth_only,original,gear,33,9,24,1.0,1.0,0,33,1,0.030303030303030304,0.46625892361001714,0.46625892361001714,0.18973741564556704,0.18973741564556704,9,0,0.0,0.9863337147013537,0.9863337147013537,0.007764626510324256,0.007764626510324256,24,1,0.041666666666666664,0.2712308769507659,0.2712308769507659,0.25797721157128306,0.25797721157128306,3,0,0.0,0.9864002465636202,0.9864002465636202,0.007760656095833686,0.007760656095833686
baseline,qwen3.5:9b,autonomous_depth_only,original,hex_nut,22,4,18,1.0,1.0,0,22,1,0.045454545454545456,0.21004195692072028,0.21004195692072028,0.19947521900611956,0.19947521900611956,4,0,0.0,0.9740456934091632,0.9740456934091632,0.020258693385798533,0.020258693385798533,18,1,0.05555555555555555,0.0402633488121774,0.0402633488121774,0.2393011135884131,0.2393011135884131,2,0,0.0,0.9716531031098578,0.9716531031098578,0.02220972811281485,0.02220972811281485
baseline,qwen3.5:9b,autonomous_depth_only,original,round_pin,33,9,24,1.0,1.0,0,33,0,0.0,0.8084417183209552,0.8084417183209552,0.10182808136504287,0.10182808136504287,9,0,0.0,0.9871810013370644,0.9871810013370644,0.00994204752014194,0.00994204752014194,24,0,0.0,0.7414144871899143,0.7414144871899143,0.13628534405688073,0.13628534405688073,3,0,0.0,0.9883604647154368,0.9883604647154368,0.009009737079842891,0.009009737079842891
baseline,qwen3.5:9b,autonomous_depth_only,original,Waterproof_Male,11,1,10,1.0,1.0,0,11,1,0.09090909090909091,0.4345888693812629,0.4345888693812629,0.2179551391163371,0.2179551391163371,1,0,0.0,0.9883934855811446,0.9883934855811446,0.008848611573287025,0.008848611573287025,10,1,0.1,0.37920840776127474,0.37920840776127474,0.2388657918706421,0.2388657918706421,1,0,0.0,0.9883934855811446,0.9883934855811446,0.008848611573287025,0.008848611573287025
baseline,qwen3.5:9b,autonomous_depth_only,original,USB_Male,11,1,10,1.0,1.0,0,11,1,0.09090909090909091,0.15275477501946888,0.15275477501946888,0.2024575106074276,0.2024575106074276,1,0,0.0,0.9791847465539907,0.9791847465539907,0.011047139391587826,0.011047139391587826,10,1,0.1,0.0701117778660167,0.0701117778660167,0.22159854772901158,0.22159854772901158,1,0,0.0,0.9791847465539907,0.9791847465539907,0.011047139391587826,0.011047139391587826
baseline,qwen3.5:9b,autonomous_depth_only,original,DSUB_Male,11,1,10,1.0,1.0,0,11,5,0.45454545454545453,0.4016638381669844,0.4016638381669844,0.3629337865668246,0.3629337865668246,1,0,0.0,0.9883656505754764,0.9883656505754764,0.0078004504330009255,0.0078004504330009255,10,5,0.5,0.34299365692613526,0.34299365692613526,0.398447120180207,0.398447120180207,1,0,0.0,0.9883656505754764,0.9883656505754764,0.0078004504330009255,0.0078004504330009255
baseline,qwen3.5:9b,autonomous_depth_only,state_101,gear,30,9,21,0.9576719576719577,0.9576719576719577,0,30,7,0.23333333333333334,0.5044294786628432,0.5044294786628432,0.24592430067781354,0.24592430067781354,9,0,0.0,0.9836667975598794,0.9836667975598794,0.00824934205061877,0.00824934205061877,21,7,0.3333333333333333,0.29904205627839914,0.29904205627839914,0.34778499723232553,0.34778499723232553,3,0,0.0,0.9835590721485502,0.9835590721485502,0.008982257881552333,0.008982257881552333
baseline,qwen3.5:9b,autonomous_depth_only,state_101,hex_nut,20,4,16,1.0,1.0,0,20,2,0.1,0.21869057225511795,0.21869057225511795,0.26406542721320597,0.26406542721320597,4,0,0.0,0.9443706879947008,0.9443706879947008,0.04063647250893307,0.04063647250893307,16,2,0.125,0.03727054332022227,0.03727054332022227,0.3199226658892742,0.3199226658892742,2,0,0.0,0.9598096915256212,0.9598096915256212,0.028463728737897452,0.028463728737897452
baseline,qwen3.5:9b,autonomous_depth_only,state_101,round_pin,30,9,21,1.0,1.0,0,30,3,0.1,0.7622486736064052,0.7622486736064052,0.12087160256685396,0.12087160256685396,9,0,0.0,0.9721682535454056,0.9721682535454056,0.021510176893656956,0.021510176893656956,21,3,0.14285714285714285,0.6722831393468335,0.6722831393468335,0.1634550707125098,0.1634550707125098,3,0,0.0,0.9728080630877513,0.9728080630877513,0.020642662008696955,0.020642662008696955
baseline,qwen3.5:9b,autonomous_depth_only,state_101,Waterproof_Male,10,1,9,1.0,1.0,0,10,3,0.3,0.3906588582662686,0.3906588582662686,0.31398650341101036,0.31398650341101036,1,0,0.0,0.9867760539683733,0.9867760539683733,0.010303117086796333,0.010303117086796333,9,3,0.3333333333333333,0.3244236142993681,0.3244236142993681,0.3477291018914786,0.3477291018914786,1,0,0.0,0.9867760539683733,0.9867760539683733,0.010303117086796333,0.010303117086796333
baseline,qwen3.5:9b,autonomous_depth_only,state_101,DSUB_Male,10,1,9,1.0,1.0,0,10,3,0.3,0.38642424664219976,0.38642424664219976,0.3357058021059687,0.3357058021059687,1,0,0.0,0.9795057772323327,0.9795057772323327,0.01362620973173259,0.01362620973173259,9,3,0.3333333333333333,0.3205262987988517,0.3205262987988517,0.3714924234808838,0.3714924234808838,1,0,0.0,0.9795057772323327,0.9795057772323327,0.01362620973173259,0.01362620973173259
baseline,qwen3.5:9b,autonomous_depth_only,state_202,gear,33,9,24,0.9629629629629629,0.9629629629629629,0,33,1,0.030303030303030304,0.4752387046942837,0.4752387046942837,0.1853893685717811,0.1853893685717811,9,0,0.0,0.974355511751176,0.974355511751176,0.01111658214664715,0.01111658214664715,24,1,0.041666666666666664,0.2880699020479492,0.2880699020479492,0.25074166348120636,0.25074166348120636,3,0,0.0,0.9699286609099921,0.9699286609099921,0.013178807611490656,0.013178807611490656
baseline,qwen3.5:9b,autonomous_depth_only,state_202,hex_nut,22,4,18,1.0,1.0,0,22,0,0.0,0.20198477773733164,0.20198477773733164,0.20041562455872072,0.20041562455872072,4,0,0.0,0.9598066056420423,0.9598066056420423,0.024372720994338803,0.024372720994338803,18,0,0.0,0.033579927091840385,0.033579927091840385,0.23953626979525,0.23953626979525,2,0,0.0,0.9507893618226443,0.9507893618226443,0.02956071126504219,0.02956071126504219
baseline,qwen3.5:9b,autonomous_depth_only,state_202,round_pin,33,9,24,1.0,1.0,0,33,0,0.0,0.7558920072599608,0.7558920072599608,0.11342290985531515,0.11342290985531515,9,0,0.0,0.9802145692146359,0.9802145692146359,0.015184805352712787,0.015184805352712787,24,0,0.0,0.6717710465269575,0.6717710465269575,0.15026219904379104,0.15026219904379104,3,0,0.0,0.9808511134657008,0.9808511134657008,0.014740379217082752,0.014740379217082752
baseline,qwen3.5:9b,autonomous_depth_only,state_202,Waterproof_Male,11,1,10,0.9,0.9,0,11,1,0.09090909090909091,0.4569115351299502,0.4569115351299502,0.20253293346189255,0.20253293346189255,1,0,0.0,0.9776588073208066,0.9776588073208066,0.015450431736648323,0.015450431736648323,10,1,0.1,0.40483680791086457,0.40483680791086457,0.22124118363441703,0.22124118363441703,1,0,0.0,0.9776588073208066,0.9776588073208066,0.015450431736648323,0.015450431736648323
baseline,qwen3.5:9b,autonomous_depth_only,state_202,USB_Male,11,1,10,1.0,1.0,0,11,1,0.09090909090909091,0.16460683100146525,0.16460683100146525,0.19487506633225948,0.19487506633225948,1,0,0.0,0.9822121264197585,0.9822121264197585,0.008869847671570473,0.008869847671570473,10,1,0.1,0.08284630145963592,0.08284630145963592,0.2134755881983284,0.2134755881983284,1,0,0.0,0.9822121264197585,0.9822121264197585,0.008869847671570473,0.008869847671570473
baseline,qwen3.5:9b,autonomous_depth_only,state_202,DSUB_Male,11,1,10,1.0,1.0,0,11,3,0.2727272727272727,0.4748584708117465,0.4748584708117465,0.283496067062623,0.283496067062623,1,0,0.0,0.9811873439557939,0.9811873439557939,0.015142196729912643,0.015142196729912643,10,3,0.3,0.42422558349734174,0.42422558349734174,0.310331454095894,0.310331454095894,1,0,0.0,0.9811873439557939,0.9811873439557939,0.015142196729912643,0.015142196729912643
baseline,qwen3.5:9b,autonomous_depth_only,state_303,gear,30,9,21,0.9576719576719577,0.9576719576719577,0,30,1,0.03333333333333333,0.5346010380562564,0.5346010380562564,0.15744112702727364,0.15744112702727364,9,0,0.0,0.9827776750860657,0.9827776750860657,0.009795541900393008,0.009795541900393008,21,1,0.047619047619047616,0.3425253364720523,0.3425253364720523,0.22071780636736532,0.22071780636736532,3,0,0.0,0.9850510756418022,0.9850510756418022,0.008778965548329186,0.008778965548329186
baseline,qwen3.5:9b,autonomous_depth_only,state_303,hex_nut,20,4,16,1.0,1.0,0,20,0,0.0,0.216843477804397,0.216843477804397,0.2157266493804178,0.2157266493804178,4,0,0.0,0.9614922113307041,0.9614922113307041,0.02319416055010707,0.02319416055010707,16,0,0.0,0.030681294422820242,0.030681294422820242,0.26385977158799545,0.26385977158799545,2,0,0.0,0.9468179946331472,0.9468179946331472,0.02994051942988331,0.02994051942988331
baseline,qwen3.5:9b,autonomous_depth_only,state_303,round_pin,30,9,21,1.0,1.0,0,30,1,0.03333333333333333,0.8245790759560284,0.8245790759560284,0.09403733446365034,0.09403733446365034,9,0,0.0,0.9842246505175383,0.9842246505175383,0.01248158619736097,0.01248158619736097,21,1,0.047619047619047616,0.7561595440010954,0.7561595440010954,0.12898979800634583,0.12898979800634583,3,0,0.0,0.9862348835659315,0.9862348835659315,0.011232693324678059,0.011232693324678059
baseline,qwen3.5:9b,autonomous_depth_only,state_303,Waterproof_Male,10,1,9,0.8888888888888888,0.8888888888888888,0,10,1,0.1,0.3951048800969822,0.3951048800969822,0.22644820560855905,0.22644820560855905,1,0,0.0,0.9876156452125334,0.9876156452125334,0.00891384992725948,0.00891384992725948,9,1,0.1111111111111111,0.3292703506396988,0.3292703506396988,0.2506186895731479,0.2506186895731479,1,0,0.0,0.9876156452125334,0.9876156452125334,0.00891384992725948,0.00891384992725948
baseline,qwen3.5:9b,autonomous_depth_only,state_303,DSUB_Male,10,1,9,1.0,1.0,0,10,3,0.3,0.45407620595306925,0.45407620595306925,0.28939617753784586,0.28939617753784586,1,0,0.0,0.9873194698262888,0.9873194698262888,0.008954931440458695,0.008954931440458695,9,3,0.3333333333333333,0.39482695441160043,0.39482695441160043,0.32055631599311113,0.32055631599311113,1,0,0.0,0.9873194698262888,0.9873194698262888,0.008954931440458695,0.008954931440458695
baseline,qwen3.5:9b,autonomous_depth_only,all,gear,126,36,90,0.9638888888888889,0.9638888888888889,0,126,10,0.07936507936507936,0.4939709304413882,0.4939709304413882,0.1942868786533738,0.1942868786533738,36,0,0.0,0.9817834247746187,0.9817834247746187,0.009231523151995796,0.009231523151995796,90,10,0.1111111111111111,0.298845932708096,0.298845932708096,0.2683090208539251,0.2683090208539251,12,0,0.0,0.9812347638159911,0.9812347638159911,0.009675171784301466,0.009675171784301466
baseline,qwen3.5:9b,autonomous_depth_only,all,hex_nut,84,16,68,1.0,1.0,0,84,3,0.03571428571428571,0.21161034718651717,0.21161034718651717,0.21896952488451144,0.21896952488451144,16,0,0.0,0.9599287995941526,0.9599287995941526,0.02711551185979437,0.02711551185979437,68,3,0.04411764705882353,0.03553541720825,0.03553541720825,0.26411164559620953,0.26411164559620953,8,0,0.0,0.9572675377728176,0.9572675377728176,0.027543671886409448,0.027543671886409448
baseline,qwen3.5:9b,autonomous_depth_only,all,round_pin,126,36,90,1.0,1.0,0,126,4,0.031746031746031744,0.7875225827860574,0.7875225827860574,0.10754405413640432,0.10754405413640432,36,0,0.0,0.9809471186536611,0.9809471186536611,0.014779653990968164,0.014779653990968164,90,4,0.044444444444444446,0.7101527684390159,0.7101527684390159,0.14464981419457879,0.14464981419457879,12,0,0.0,0.9820636312087051,0.9820636312087051,0.013906367907575165,0.013906367907575165
baseline,qwen3.5:9b,autonomous_depth_only,all,Waterproof_Male,42,4,38,0.9473684210526315,0.9473684210526315,0,42,6,0.14285714285714285,0.42057480555371074,0.42057480555371074,0.23880275925133856,0.23880275925133856,4,0,0.0,0.9851109980207146,0.9851109980207146,0.01087900258099779,0.01087900258099779,38,6,0.15789473684210525,0.3611499431887631,0.3611499431887631,0.2627947336376902,0.2627947336376902,4,0,0.0,0.9851109980207146,0.9851109980207146,0.01087900258099779,0.01087900258099779
baseline,qwen3.5:9b,autonomous_depth_only,all,USB_Male,42,2,40,1.0,1.0,0,42,3,0.07142857142857142,0.12572917881330842,0.12572917881330842,0.20595993819471078,0.20595993819471078,2,0,0.0,0.9806984364868746,0.9806984364868746,0.00995849353157915,0.00995849353157915,40,3,0.075,0.08298071592963012,0.08298071592963012,0.2157600104278674,0.2157600104278674,2,0,0.0,0.9806984364868746,0.9806984364868746,0.00995849353157915,0.00995849353157915
baseline,qwen3.5:9b,autonomous_depth_only,all,DSUB_Male,42,4,38,1.0,1.0,0,42,14,0.3333333333333333,0.42968452201711277,0.42968452201711277,0.3181368615800492,0.3181368615800492,4,0,0.0,0.984094560397473,0.984094560397473,0.011380947083776214,0.011380947083776214,38,14,0.3684210526315789,0.3713255706086537,0.3713255706086537,0.3504269578428148,0.3504269578428148,4,0,0.0,0.984094560397473,0.984094560397473,0.011380947083776214,0.011380947083776214
family_ablation,qwen3.5:9b,all_crops,original,gear,33,9,24,1.0,1.0,0,33,12,0.36363636363636365,0.3810772187088494,0.3810772187088494,0.4225102731147312,0.4225102731147312,9,0,0.0,0.9855828286740773,0.9855828286740773,0.011236854072202103,0.011236854072202103,24,12,0.5,0.154387614971889,0.154387614971889,0.5767378052556797,0.5767378052556797,3,0,0.0,0.9855828286740774,0.9855828286740774,0.011236854072202103,0.011236854072202103
family_ablation,qwen3.5:9b,all_crops,original,hex_nut,22,4,18,1.0,1.0,0,22,12,0.5454545454545454,0.18213770849237526,0.18213770849237526,0.43509603715246886,0.43509603715246886,4,0,0.0,0.9118673805870358,0.9118673805870358,0.06476209618559337,0.06476209618559337,18,12,0.6666666666666666,0.019975559138006235,0.019975559138006235,0.5173924684784412,0.5173924684784412,2,0,0.0,0.9118673805870358,0.9118673805870358,0.06476209618559338,0.06476209618559338
family_ablation,qwen3.5:9b,all_crops,original,round_pin,33,9,24,1.0,1.0,0,33,6,0.18181818181818182,0.3515690789002595,0.3515690789002595,0.2610930839562411,0.2610930839562411,9,0,0.0,0.9946388601427881,0.9946388601427881,0.004635943014380739,0.004635943014380739,24,6,0.25,0.1104179109343113,0.1104179109343113,0.3572645118094388,0.3572645118094388,3,0,0.0,0.9946388601427881,0.9946388601427881,0.004635943014380739,0.004635943014380739
family_ablation,qwen3.5:9b,all_crops,original,Waterproof_Male,11,1,10,1.0,1.0,0,11,5,0.45454545454545453,0.27948145543758635,0.27948145543758635,0.46990403134185343,0.46990403134185343,1,0,0.0,0.9965006113046954,0.9965006113046954,0.0029147458760970433,0.0029147458760970433,10,5,0.5,0.20777953985087544,0.20777953985087544,0.516602959888429,0.516602959888429,1,0,0.0,0.9965006113046954,0.9965006113046954,0.0029147458760970433,0.0029147458760970433
family_ablation,qwen3.5:9b,all_crops,original,USB_Male,11,1,10,1.0,1.0,0,11,5,0.45454545454545453,0.1148072153214959,0.1148072153214959,0.5743047504626251,0.5743047504626251,1,0,0.0,0.9863046407538004,0.9863046407538004,0.008469594390021248,0.008469594390021248,10,5,0.5,0.027657472778265475,0.027657472778265475,0.6308882660698855,0.6308882660698855,1,0,0.0,0.9863046407538004,0.9863046407538004,0.008469594390021248,0.008469594390021248
family_ablation,qwen3.5:9b,all_crops,original,DSUB_Male,11,1,10,1.0,1.0,0,11,7,0.6363636363636364,0.2368930438217019,0.2368930438217019,0.6304540306595127,0.6304540306595127,1,0,0.0,0.9894068840421235,0.9894068840421235,0.007931061274705857,0.007931061274705857,10,7,0.7,0.16164165979965975,0.16164165979965975,0.6927063275979934,0.6927063275979934,1,0,0.0,0.9894068840421235,0.9894068840421235,0.007931061274705857,0.007931061274705857
family_ablation,qwen3.5:9b,all_crops,state_101,gear,33,9,24,1.0,1.0,0,33,9,0.2727272727272727,0.41019583350032696,0.41019583350032696,0.3632127057899756,0.3632127057899756,9,0,0.0,0.9834828569914086,0.9834828569914086,0.01104278822844297,0.01104278822844297,24,9,0.375,0.19521319969117126,0.19521319969117126,0.49527642487555035,0.49527642487555035,3,0,0.0,0.9834828569914086,0.9834828569914086,0.01104278822844297,0.01104278822844297
family_ablation,qwen3.5:9b,all_crops,state_101,hex_nut,22,4,18,1.0,1.0,0,22,8,0.36363636363636365,0.18558786786118742,0.18558786786118742,0.3805347836483525,0.3805347836483525,4,0,0.0,0.9192869402647341,0.9192869402647341,0.059605501483178225,0.059605501483178225,18,8,0.4444444444444444,0.0225436295492881,0.0225436295492881,0.4518524019072802,0.4518524019072802,2,0,0.0,0.9192869402647341,0.9192869402647341,0.059605501483178225,0.059605501483178225
family_ablation,qwen3.5:9b,all_crops,state_101,round_pin,33,9,24,1.0,1.0,0,33,0,0.0,0.3958024859805776,0.3958024859805776,0.18869534874052835,0.18869534874052835,9,0,0.0,0.9837494297189525,0.9837494297189525,0.014131523505667716,0.014131523505667716,24,0,0.0,0.17532238207868703,0.17532238207868703,0.2541567832036011,0.2541567832036011,3,0,0.0,0.9837494297189525,0.9837494297189525,0.014131523505667714,0.014131523505667714
family_ablation,qwen3.5:9b,all_crops,state_101,Waterproof_Male,11,1,10,1.0,1.0,0,11,5,0.45454545454545453,0.2593853608718378,0.2593853608718378,0.4698352036275864,0.4698352036275864,1,0,0.0,0.9956360459918868,0.9956360459918868,0.0034761001729467856,0.0034761001729467856,10,5,0.5,0.18576029235983285,0.18576029235983285,0.5164711139730503,0.5164711139730503,1,0,0.0,0.9956360459918868,0.9956360459918868,0.0034761001729467856,0.0034761001729467856
family_ablation,qwen3.5:9b,all_crops,state_101,USB_Male,11,1,10,1.0,1.0,0,11,5,0.45454545454545453,0.10490460308185788,0.10490460308185788,0.5680857640973583,0.5680857640973583,1,0,0.0,0.991059244089405,0.991059244089405,0.005376708361627074,0.005376708361627074,10,5,0.5,0.01628913898110316,0.01628913898110316,0.6243566696709315,0.6243566696709315,1,0,0.0,0.991059244089405,0.991059244089405,0.005376708361627074,0.005376708361627074
family_ablation,qwen3.5:9b,all_crops,state_101,DSUB_Male,11,1,10,1.0,1.0,0,11,7,0.6363636363636364,0.25669682672470034,0.25669682672470034,0.6417834338159333,0.6417834338159333,1,0,0.0,0.9898754950321332,0.9898754950321332,0.007210045163986144,0.007210045163986144,10,7,0.7,0.18337895989395708,0.18337895989395708,0.7052407726811281,0.7052407726811281,1,0,0.0,0.9898754950321332,0.9898754950321332,0.007210045163986144,0.007210045163986144
family_ablation,qwen3.5:9b,all_crops,state_202,gear,33,9,24,1.0,1.0,0,33,12,0.36363636363636365,0.28277681873955945,0.28277681873955945,0.39180466952112114,0.39180466952112114,9,0,0.0,0.9463663890721227,0.9463663890721227,0.03233171029047076,0.03233171029047076,24,12,0.5,0.03393072986484829,0.03393072986484829,0.5266070292326149,0.5266070292326149,3,0,0.0,0.9463663890721227,0.9463663890721227,0.03233171029047076,0.03233171029047076
family_ablation,qwen3.5:9b,all_crops,state_202,hex_nut,22,4,18,1.0,1.0,0,22,6,0.2727272727272727,0.1825436338423985,0.1825436338423985,0.3429368801543808,0.3429368801543808,4,0,0.0,0.9118466967879393,0.9118466967879393,0.06358088997331074,0.06358088997331074,18,6,0.3333333333333333,0.020476286521167224,0.020476286521167224,0.4050159890835075,0.4050159890835075,2,0,0.0,0.9118466967879393,0.9118466967879393,0.06358088997331074,0.06358088997331074
family_ablation,qwen3.5:9b,all_crops,state_202,round_pin,33,9,24,1.0,1.0,0,33,9,0.2727272727272727,0.33944988334684617,0.33944988334684617,0.2526598479530291,0.2526598479530291,9,0,0.0,0.9926636814238908,0.9926636814238908,0.006332982965610568,0.006332982965610568,24,9,0.375,0.09449470906795447,0.09449470906795447,0.345032422323311,0.345032422323311,3,0,0.0,0.9926636814238909,0.9926636814238909,0.006332982965610568,0.006332982965610568
family_ablation,qwen3.5:9b,all_crops,state_202,Waterproof_Male,11,1,10,0.9,0.9,0,11,5,0.45454545454545453,0.29364208830740685,0.29364208830740685,0.4920223224732368,0.4920223224732368,1,0,0.0,0.9901031256173517,0.9901031256173517,0.007204388407480026,0.007204388407480026,10,5,0.5,0.2239959845764123,0.2239959845764123,0.5405041158798125,0.5405041158798125,1,0,0.0,0.9901031256173517,0.9901031256173517,0.007204388407480026,0.007204388407480026
family_ablation,qwen3.5:9b,all_crops,state_202,USB_Male,11,1,10,1.0,1.0,0,11,7,0.6363636363636364,0.10501092369182065,0.10501092369182065,0.5423965554264616,0.5423965554264616,1,0,0.0,0.9845893978199085,0.9845893978199085,0.008532628293004024,0.008532628293004024,10,7,0.7,0.017053076279011866,0.017053076279011866,0.5957829481398074,0.5957829481398074,1,0,0.0,0.9845893978199085,0.9845893978199085,0.008532628293004024,0.008532628293004024
family_ablation,qwen3.5:9b,all_crops,state_202,DSUB_Male,11,1,10,1.0,1.0,0,11,8,0.7272727272727273,0.25131947320255893,0.25131947320255893,0.610841508588745,0.610841508588745,1,0,0.0,0.9929810762586465,0.9929810762586465,0.005401127573882454,0.005401127573882454,10,8,0.8,0.17715331289695016,0.17715331289695016,0.6713855466902312,0.6713855466902312,1,0,0.0,0.9929810762586465,0.9929810762586465,0.005401127573882454,0.005401127573882454
family_ablation,qwen3.5:9b,all_crops,state_303,gear,33,9,24,1.0,1.0,0,33,15,0.45454545454545453,0.37949110506020545,0.37949110506020545,0.40295184471792833,0.40295184471792833,9,0,0.0,0.979955554659375,0.979955554659375,0.014257243073973167,0.014257243073973167,24,15,0.625,0.1543169364605169,0.1543169364605169,0.5487123203344116,0.5487123203344116,3,0,0.0,0.9799555546593749,0.9799555546593749,0.014257243073973169,0.014257243073973169
family_ablation,qwen3.5:9b,all_crops,state_303,hex_nut,22,4,18,1.0,1.0,0,22,12,0.5454545454545454,0.1722813777187633,0.1722813777187633,0.3987535095384373,0.3987535095384373,4,0,0.0,0.8546921599802493,0.8546921599802493,0.10482613361764621,0.10482613361764621,18,12,0.6666666666666666,0.020634537216210877,0.020634537216210877,0.4640707041875019,0.4640707041875019,2,0,0.0,0.8546921599802493,0.8546921599802493,0.10482613361764621,0.10482613361764621
family_ablation,qwen3.5:9b,all_crops,state_303,round_pin,33,9,24,1.0,1.0,0,33,9,0.2727272727272727,0.3280565046266277,0.3280565046266277,0.285709973236437,0.285709973236437,9,0,0.0,0.9951177040032143,0.9951177040032143,0.004200124211876289,0.004200124211876289,24,9,0.375,0.07790855486040771,0.07790855486040771,0.3912761666206472,0.3912761666206472,3,0,0.0,0.9951177040032143,0.9951177040032143,0.004200124211876289,0.004200124211876289
