condition,model,scope,state,target_family,threshold,family_total,family_retained_lower,family_retained_upper,family_rate_lower,family_rate_upper,unrelated_total,unrelated_retained_lower,unrelated_retained_upper,unrelated_rate_lower,unrelated_rate_upper,own_total,own_retained_lower,own_retained_upper,own_rate_lower,own_rate_upper
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.4,25,25,25,1.0,1.0,96,11,11,0.11458333333333333,0.11458333333333333,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.41,25,25,25,1.0,1.0,96,11,11,0.11458333333333333,0.11458333333333333,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.42,25,25,25,1.0,1.0,96,11,11,0.11458333333333333,0.11458333333333333,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.43,25,25,25,1.0,1.0,96,10,10,0.10416666666666667,0.10416666666666667,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.44,25,25,25,1.0,1.0,96,10,10,0.10416666666666667,0.10416666666666667,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.45,25,25,25,1.0,1.0,96,10,10,0.10416666666666667,0.10416666666666667,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.46,25,25,25,1.0,1.0,96,7,7,0.07291666666666667,0.07291666666666667,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.47,25,25,25,1.0,1.0,96,7,7,0.07291666666666667,0.07291666666666667,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.48,25,25,25,1.0,1.0,96,7,7,0.07291666666666667,0.07291666666666667,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.49,25,25,25,1.0,1.0,96,7,7,0.07291666666666667,0.07291666666666667,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.5,25,25,25,1.0,1.0,96,7,7,0.07291666666666667,0.07291666666666667,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.51,25,25,25,1.0,1.0,96,7,7,0.07291666666666667,0.07291666666666667,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.52,25,25,25,1.0,1.0,96,6,6,0.0625,0.0625,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.53,25,25,25,1.0,1.0,96,6,6,0.0625,0.0625,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.54,25,25,25,1.0,1.0,96,6,6,0.0625,0.0625,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.55,25,25,25,1.0,1.0,96,6,6,0.0625,0.0625,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.56,25,25,25,1.0,1.0,96,6,6,0.0625,0.0625,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.57,25,25,25,1.0,1.0,96,6,6,0.0625,0.0625,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.58,25,25,25,1.0,1.0,96,6,6,0.0625,0.0625,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.59,25,25,25,1.0,1.0,96,6,6,0.0625,0.0625,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.6,25,25,25,1.0,1.0,96,6,6,0.0625,0.0625,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.61,25,25,25,1.0,1.0,96,5,5,0.052083333333333336,0.052083333333333336,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.62,25,25,25,1.0,1.0,96,5,5,0.052083333333333336,0.052083333333333336,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.63,25,25,25,1.0,1.0,96,5,5,0.052083333333333336,0.052083333333333336,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.64,25,25,25,1.0,1.0,96,5,5,0.052083333333333336,0.052083333333333336,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.65,25,25,25,1.0,1.0,96,5,5,0.052083333333333336,0.052083333333333336,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.66,25,25,25,1.0,1.0,96,5,5,0.052083333333333336,0.052083333333333336,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.67,25,25,25,1.0,1.0,96,5,5,0.052083333333333336,0.052083333333333336,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.68,25,25,25,1.0,1.0,96,5,5,0.052083333333333336,0.052083333333333336,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.69,25,25,25,1.0,1.0,96,5,5,0.052083333333333336,0.052083333333333336,11,11,11,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.7,25,23,23,0.92,0.92,96,5,5,0.052083333333333336,0.052083333333333336,11,10,10,0.9090909090909091,0.9090909090909091
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.71,25,23,23,0.92,0.92,96,5,5,0.052083333333333336,0.052083333333333336,11,10,10,0.9090909090909091,0.9090909090909091
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.72,25,20,20,0.8,0.8,96,5,5,0.052083333333333336,0.052083333333333336,11,9,9,0.8181818181818182,0.8181818181818182
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.73,25,20,20,0.8,0.8,96,5,5,0.052083333333333336,0.052083333333333336,11,9,9,0.8181818181818182,0.8181818181818182
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.74,25,20,20,0.8,0.8,96,2,2,0.020833333333333332,0.020833333333333332,11,9,9,0.8181818181818182,0.8181818181818182
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.75,25,20,20,0.8,0.8,96,2,2,0.020833333333333332,0.020833333333333332,11,9,9,0.8181818181818182,0.8181818181818182
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.76,25,18,18,0.72,0.72,96,1,1,0.010416666666666666,0.010416666666666666,11,8,8,0.7272727272727273,0.7272727272727273
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.77,25,18,18,0.72,0.72,96,1,1,0.010416666666666666,0.010416666666666666,11,8,8,0.7272727272727273,0.7272727272727273
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.78,25,18,18,0.72,0.72,96,1,1,0.010416666666666666,0.010416666666666666,11,8,8,0.7272727272727273,0.7272727272727273
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.79,25,18,18,0.72,0.72,96,1,1,0.010416666666666666,0.010416666666666666,11,8,8,0.7272727272727273,0.7272727272727273
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.8,25,18,18,0.72,0.72,96,1,1,0.010416666666666666,0.010416666666666666,11,8,8,0.7272727272727273,0.7272727272727273
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.81,25,18,18,0.72,0.72,96,1,1,0.010416666666666666,0.010416666666666666,11,8,8,0.7272727272727273,0.7272727272727273
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.82,25,18,18,0.72,0.72,96,1,1,0.010416666666666666,0.010416666666666666,11,8,8,0.7272727272727273,0.7272727272727273
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.83,25,18,18,0.72,0.72,96,1,1,0.010416666666666666,0.010416666666666666,11,8,8,0.7272727272727273,0.7272727272727273
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.84,25,17,17,0.68,0.68,96,1,1,0.010416666666666666,0.010416666666666666,11,7,7,0.6363636363636364,0.6363636363636364
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.85,25,17,17,0.68,0.68,96,1,1,0.010416666666666666,0.010416666666666666,11,7,7,0.6363636363636364,0.6363636363636364
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.86,25,17,17,0.68,0.68,96,0,0,0.0,0.0,11,7,7,0.6363636363636364,0.6363636363636364
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.87,25,17,17,0.68,0.68,96,0,0,0.0,0.0,11,7,7,0.6363636363636364,0.6363636363636364
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.88,25,15,15,0.6,0.6,96,0,0,0.0,0.0,11,5,5,0.45454545454545453,0.45454545454545453
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.89,25,12,12,0.48,0.48,96,0,0,0.0,0.0,11,4,4,0.36363636363636365,0.36363636363636365
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.9,25,12,12,0.48,0.48,96,0,0,0.0,0.0,11,4,4,0.36363636363636365,0.36363636363636365
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.91,25,12,12,0.48,0.48,96,0,0,0.0,0.0,11,4,4,0.36363636363636365,0.36363636363636365
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.92,25,6,6,0.24,0.24,96,0,0,0.0,0.0,11,2,2,0.18181818181818182,0.18181818181818182
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.93,25,3,3,0.12,0.12,96,0,0,0.0,0.0,11,1,1,0.09090909090909091,0.09090909090909091
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.94,25,0,0,0.0,0.0,96,0,0,0.0,0.0,11,0,0,0.0,0.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.95,25,0,0,0.0,0.0,96,0,0,0.0,0.0,11,0,0,0.0,0.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.96,25,0,0,0.0,0.0,96,0,0,0.0,0.0,11,0,0,0.0,0.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.97,25,0,0,0.0,0.0,96,0,0,0.0,0.0,11,0,0,0.0,0.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.98,25,0,0,0.0,0.0,96,0,0,0.0,0.0,11,0,0,0.0,0.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.99,25,0,0,0.0,0.0,96,0,0,0.0,0.0,11,0,0,0.0,0.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.995,25,0,0,0.0,0.0,96,0,0,0.0,0.0,11,0,0,0.0,0.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.999,25,0,0,0.0,0.0,96,0,0,0.0,0.0,11,0,0,0.0,0.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.9999,25,0,0,0.0,0.0,96,0,0,0.0,0.0,11,0,0,0.0,0.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.99999,25,0,0,0.0,0.0,96,0,0,0.0,0.0,11,0,0,0.0,0.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,0.999999,25,0,0,0.0,0.0,96,0,0,0.0,0.0,11,0,0,0.0,0.0
family_ablation,qwen3.5:4b,autonomous_depth_only,original,all,1.0,25,0,0,0.0,0.0,96,0,0,0.0,0.0,11,0,0,0.0,0.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.0,24,24,24,1.0,1.0,86,86,86,1.0,1.0,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.01,24,24,24,1.0,1.0,86,86,86,1.0,1.0,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.02,24,24,24,1.0,1.0,86,84,84,0.9767441860465116,0.9767441860465116,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.03,24,24,24,1.0,1.0,86,81,81,0.9418604651162791,0.9418604651162791,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.04,24,24,24,1.0,1.0,86,68,68,0.7906976744186046,0.7906976744186046,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.05,24,24,24,1.0,1.0,86,43,43,0.5,0.5,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.06,24,24,24,1.0,1.0,86,34,34,0.3953488372093023,0.3953488372093023,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.07,24,24,24,1.0,1.0,86,27,27,0.313953488372093,0.313953488372093,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.08,24,24,24,1.0,1.0,86,26,26,0.3023255813953488,0.3023255813953488,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.09,24,24,24,1.0,1.0,86,26,26,0.3023255813953488,0.3023255813953488,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.1,24,24,24,1.0,1.0,86,26,26,0.3023255813953488,0.3023255813953488,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.11,24,24,24,1.0,1.0,86,26,26,0.3023255813953488,0.3023255813953488,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.12,24,24,24,1.0,1.0,86,23,23,0.26744186046511625,0.26744186046511625,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.13,24,24,24,1.0,1.0,86,22,22,0.2558139534883721,0.2558139534883721,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.14,24,24,24,1.0,1.0,86,22,22,0.2558139534883721,0.2558139534883721,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.15,24,24,24,1.0,1.0,86,19,19,0.22093023255813954,0.22093023255813954,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.16,24,24,24,1.0,1.0,86,19,19,0.22093023255813954,0.22093023255813954,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.17,24,24,24,1.0,1.0,86,19,19,0.22093023255813954,0.22093023255813954,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.18,24,24,24,1.0,1.0,86,18,18,0.20930232558139536,0.20930232558139536,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.19,24,24,24,1.0,1.0,86,18,18,0.20930232558139536,0.20930232558139536,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.2,24,24,24,1.0,1.0,86,17,17,0.19767441860465115,0.19767441860465115,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.21,24,24,24,1.0,1.0,86,17,17,0.19767441860465115,0.19767441860465115,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.22,24,24,24,1.0,1.0,86,17,17,0.19767441860465115,0.19767441860465115,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.23,24,24,24,1.0,1.0,86,17,17,0.19767441860465115,0.19767441860465115,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.24,24,24,24,1.0,1.0,86,17,17,0.19767441860465115,0.19767441860465115,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.25,24,24,24,1.0,1.0,86,17,17,0.19767441860465115,0.19767441860465115,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.26,24,24,24,1.0,1.0,86,17,17,0.19767441860465115,0.19767441860465115,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.27,24,24,24,1.0,1.0,86,17,17,0.19767441860465115,0.19767441860465115,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.28,24,24,24,1.0,1.0,86,17,17,0.19767441860465115,0.19767441860465115,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.29,24,24,24,1.0,1.0,86,16,16,0.18604651162790697,0.18604651162790697,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.3,24,24,24,1.0,1.0,86,16,16,0.18604651162790697,0.18604651162790697,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.31,24,24,24,1.0,1.0,86,16,16,0.18604651162790697,0.18604651162790697,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.32,24,24,24,1.0,1.0,86,13,13,0.1511627906976744,0.1511627906976744,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.33,24,24,24,1.0,1.0,86,13,13,0.1511627906976744,0.1511627906976744,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.34,24,24,24,1.0,1.0,86,13,13,0.1511627906976744,0.1511627906976744,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.35,24,24,24,1.0,1.0,86,13,13,0.1511627906976744,0.1511627906976744,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.36,24,24,24,1.0,1.0,86,13,13,0.1511627906976744,0.1511627906976744,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.37,24,24,24,1.0,1.0,86,13,13,0.1511627906976744,0.1511627906976744,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.38,24,24,24,1.0,1.0,86,13,13,0.1511627906976744,0.1511627906976744,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.39,24,24,24,1.0,1.0,86,13,13,0.1511627906976744,0.1511627906976744,10,10,10,1.0,1.0
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.4,24,22,22,0.9166666666666666,0.9166666666666666,86,13,13,0.1511627906976744,0.1511627906976744,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.41,24,22,22,0.9166666666666666,0.9166666666666666,86,10,10,0.11627906976744186,0.11627906976744186,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.42,24,22,22,0.9166666666666666,0.9166666666666666,86,9,9,0.10465116279069768,0.10465116279069768,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.43,24,22,22,0.9166666666666666,0.9166666666666666,86,9,9,0.10465116279069768,0.10465116279069768,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.44,24,22,22,0.9166666666666666,0.9166666666666666,86,6,6,0.06976744186046512,0.06976744186046512,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.45,24,22,22,0.9166666666666666,0.9166666666666666,86,6,6,0.06976744186046512,0.06976744186046512,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.46,24,22,22,0.9166666666666666,0.9166666666666666,86,6,6,0.06976744186046512,0.06976744186046512,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.47,24,22,22,0.9166666666666666,0.9166666666666666,86,6,6,0.06976744186046512,0.06976744186046512,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.48,24,22,22,0.9166666666666666,0.9166666666666666,86,6,6,0.06976744186046512,0.06976744186046512,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.49,24,22,22,0.9166666666666666,0.9166666666666666,86,6,6,0.06976744186046512,0.06976744186046512,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.5,24,22,22,0.9166666666666666,0.9166666666666666,86,6,6,0.06976744186046512,0.06976744186046512,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.51,24,22,22,0.9166666666666666,0.9166666666666666,86,6,6,0.06976744186046512,0.06976744186046512,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.52,24,22,22,0.9166666666666666,0.9166666666666666,86,6,6,0.06976744186046512,0.06976744186046512,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.53,24,22,22,0.9166666666666666,0.9166666666666666,86,6,6,0.06976744186046512,0.06976744186046512,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.54,24,22,22,0.9166666666666666,0.9166666666666666,86,5,5,0.05813953488372093,0.05813953488372093,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.55,24,22,22,0.9166666666666666,0.9166666666666666,86,5,5,0.05813953488372093,0.05813953488372093,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.56,24,22,22,0.9166666666666666,0.9166666666666666,86,5,5,0.05813953488372093,0.05813953488372093,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.57,24,22,22,0.9166666666666666,0.9166666666666666,86,5,5,0.05813953488372093,0.05813953488372093,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.58,24,22,22,0.9166666666666666,0.9166666666666666,86,5,5,0.05813953488372093,0.05813953488372093,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.59,24,22,22,0.9166666666666666,0.9166666666666666,86,5,5,0.05813953488372093,0.05813953488372093,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.6,24,22,22,0.9166666666666666,0.9166666666666666,86,3,3,0.03488372093023256,0.03488372093023256,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.61,24,22,22,0.9166666666666666,0.9166666666666666,86,3,3,0.03488372093023256,0.03488372093023256,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.62,24,22,22,0.9166666666666666,0.9166666666666666,86,3,3,0.03488372093023256,0.03488372093023256,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.63,24,22,22,0.9166666666666666,0.9166666666666666,86,3,3,0.03488372093023256,0.03488372093023256,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.64,24,22,22,0.9166666666666666,0.9166666666666666,86,3,3,0.03488372093023256,0.03488372093023256,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.65,24,22,22,0.9166666666666666,0.9166666666666666,86,3,3,0.03488372093023256,0.03488372093023256,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.66,24,22,22,0.9166666666666666,0.9166666666666666,86,3,3,0.03488372093023256,0.03488372093023256,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.67,24,22,22,0.9166666666666666,0.9166666666666666,86,3,3,0.03488372093023256,0.03488372093023256,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.68,24,22,22,0.9166666666666666,0.9166666666666666,86,3,3,0.03488372093023256,0.03488372093023256,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.69,24,22,22,0.9166666666666666,0.9166666666666666,86,3,3,0.03488372093023256,0.03488372093023256,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.7,24,22,22,0.9166666666666666,0.9166666666666666,86,3,3,0.03488372093023256,0.03488372093023256,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.71,24,22,22,0.9166666666666666,0.9166666666666666,86,3,3,0.03488372093023256,0.03488372093023256,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.72,24,22,22,0.9166666666666666,0.9166666666666666,86,3,3,0.03488372093023256,0.03488372093023256,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.73,24,22,22,0.9166666666666666,0.9166666666666666,86,3,3,0.03488372093023256,0.03488372093023256,10,9,9,0.9,0.9
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.74,24,20,20,0.8333333333333334,0.8333333333333334,86,3,3,0.03488372093023256,0.03488372093023256,10,8,8,0.8,0.8
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.75,24,20,20,0.8333333333333334,0.8333333333333334,86,3,3,0.03488372093023256,0.03488372093023256,10,8,8,0.8,0.8
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.76,24,20,20,0.8333333333333334,0.8333333333333334,86,3,3,0.03488372093023256,0.03488372093023256,10,8,8,0.8,0.8
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.77,24,20,20,0.8333333333333334,0.8333333333333334,86,3,3,0.03488372093023256,0.03488372093023256,10,8,8,0.8,0.8
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.78,24,20,20,0.8333333333333334,0.8333333333333334,86,3,3,0.03488372093023256,0.03488372093023256,10,8,8,0.8,0.8
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.79,24,20,20,0.8333333333333334,0.8333333333333334,86,3,3,0.03488372093023256,0.03488372093023256,10,8,8,0.8,0.8
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.8,24,20,20,0.8333333333333334,0.8333333333333334,86,3,3,0.03488372093023256,0.03488372093023256,10,8,8,0.8,0.8
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.81,24,20,20,0.8333333333333334,0.8333333333333334,86,3,3,0.03488372093023256,0.03488372093023256,10,8,8,0.8,0.8
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.82,24,20,20,0.8333333333333334,0.8333333333333334,86,3,3,0.03488372093023256,0.03488372093023256,10,8,8,0.8,0.8
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.83,24,20,20,0.8333333333333334,0.8333333333333334,86,3,3,0.03488372093023256,0.03488372093023256,10,8,8,0.8,0.8
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.84,24,20,20,0.8333333333333334,0.8333333333333334,86,3,3,0.03488372093023256,0.03488372093023256,10,8,8,0.8,0.8
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.85,24,20,20,0.8333333333333334,0.8333333333333334,86,3,3,0.03488372093023256,0.03488372093023256,10,8,8,0.8,0.8
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.86,24,16,16,0.6666666666666666,0.6666666666666666,86,3,3,0.03488372093023256,0.03488372093023256,10,6,6,0.6,0.6
family_ablation,qwen3.5:4b,autonomous_depth_only,state_101,all,0.87,24,16,16,0.6666666666666666,0.6666666666666666,86,0,0,0.0,0.0,10,6,6,0.6,0.6
